index,place,name,rating,review
139,KOTA TUA SEMARANG,Supatmi asih,5.0,"Beautiful places, history and its culture. Love it!"
140,KOTA TUA SEMARANG,Grifith Mercia,4.0,a fantastic place with tons of memories and night culinary.
141,KOTA TUA SEMARANG,Abdul Lathif,5.0,very good .. but now still under construction hope it will finished on december 2018 and we'll see after .. sure i really like it so much
142,KOTA TUA SEMARANG,Ratmono Ratmansunu,5.0,I was surprised with this Semarang OLD TOWN ... very chic&beautiful
143,KOTA TUA SEMARANG,Mohamad Reza,4.0,"Reminds of Braga Bandung. It becomes a hip place. Various coffee shops open here. Sometimes become too crowded since it's a popular place for locals and visitors. Most of the blocks are empty, devoid of development. Some of the old buildings are being reused and renovated for visitors attraction (supposedly) without ruining the original architecture. Others are used for offices. Things to do here: selfies, taking pictures and enjoy coffee. Photographers, bring different lenses to fully exploit the place. Fast lenses and wide lenses are useful."
144,KOTA TUA SEMARANG,Yusrizal Hamsyah,5.0,Original Dutch classic style. Comfortable place to relax
145,KOTA TUA SEMARANG,Stephanie Ong,5.0,"Amazing historical place in town. There are some historical building that was built during colonial era. Some of them changed to be cafe shops, some of them remain as historical building. The park is beautiful. The night scene is pretty awosome"
146,KOTA TUA SEMARANG,Raharto Chantel,5.0,The good Historical place in Semarang City.
147,KOTA TUA SEMARANG,andre halim,4.0,"Historic place, well maintained"
148,KOTA TUA SEMARANG,Novan_Hastry Alea_Alesha,5.0,Heritage..old skul.. ancient...wonderful
149,KOTA TUA SEMARANG,Rigel Centauri,5.0,"I don't normally like old town. I've visited old town in Jakarta and I wasn't impressed. But last month, I joined a trip with Ustadz Herry Nurdi, and he took us to this place. I must say, what the local government do with this place is quite impressive. They make the place like new, yet it didn't fail to bring our imagination to the old days of Semarang. Hope to see more development done In this fashion in this old town of Semarang. Thumbsup for the local government for such an incredible work."
150,"Dolkopi Coffee Shop, Kota Lama",aditya nugraha,4.0,"Place: Quite big place, they kept it clean and hygiene. You can park your vehicles around the coffee shop or on the Kota Lama's parking areas. Foods: Vary of food. Beverages: Various options! You must try ""Espresso"" Price: Reasonable!"
151,"Dolkopi Coffee Shop, Kota Lama",glody s,5.0,"Nice... Great coffee, comfy place... Lekker"
152,"Dolkopi Coffee Shop, Kota Lama",Sheila Riany,4.0,"Nice coffee shop with a good coffee and even a bit pricey but really worth to try. Surprisingly some snacks also tasty, beyond expectation. Overall left a very good impression, definitely would come back"
153,"Dolkopi Coffee Shop, Kota Lama",ahmad muhid,4.0,Nice coffee.. though not vr spacious but enough to enjoy the drink
154,"Dolkopi Coffee Shop, Kota Lama",Yosua Putera,4.0,"One of my go to coffe shop when hanging out with friends The place is quite nice and usually not that crowded. But the air conditioner is usually killing me softly, its so chilly especially in night over 10 pm. Drink very nice, also the drinks are quite cheap The food and snack is also good Overall very nice place and you should try it"
155,"Dolkopi Coffee Shop, Kota Lama",Regy Silitonga,5.0,Nice place coffee shop...pisang goreng and cakue sambal matah is recommended food for us combine with manual brew arabica coffee...great and perfecttoo
156,"Dolkopi Coffee Shop, Kota Lama",Teuku Fauzan,5.0,"One of coffee shop u can go to if u go to Kota Lama, u can take a break there cause they had good coffee with standard price (neither cheap or expensive)"
157,"Dolkopi Coffee Shop, Kota Lama",Feby Handojo,5.0,"A cozy place to stop by, meeting people or work. Very spacious and calm. Also have smoking area."
158,"Dolkopi Coffee Shop, Kota Lama",adek Tanti,5.0,Love the vibes...various drinks
159,"Dolkopi Coffee Shop, Kota Lama",Nino Hikari,5.0,"Good price, good service, and cozy place.indomie ayam geprek is recommended menu."
160,"Dolkopi Coffee Shop, Kota Lama",Gideon Setyabudi Salim,4.0,"Americano palm sugar and manual brew tasted great so does cakwe sambal matah and fried banana. The room is cold which is great for a city like Semarang. Waiter and waitress are friendly and helpful. Prices are considered as moderat (not too pricey). Although one of our coffee (caramel latte) is below our expectation, it's still recommended."
161,"Dolkopi Coffee Shop, Kota Lama",Kawi Boedisetio,4.0,One of Dolkopi outlet in Semarang City...Outdoor seating was clean and good...
162,"Dolkopi Coffee Shop, Kota Lama",Arie Budie Santosa,4.0,Sipp
163,"Dolkopi Coffee Shop, Kota Lama",Abdulloh Salim M,5.0,fantastic
164,"Dolkopi Coffee Shop, Kota Lama",21_Muhammad Ryo Darmawan_8H,5.0,Nice place to hangout and study
165,"Dolkopi Coffee Shop, Kota Lama",Anjar Dyah,4.0,A nice place to enjoy coffee. Good coffee too.
166,"Dolkopi Coffee Shop, Kota Lama",Myra Elian Nidyasrinda,5.0,Nice
167,"Dolkopi Coffee Shop, Kota Lama",Yudi Chepot,4.0,Good place for some cup a coffee
168,"Dolkopi Coffee Shop, Kota Lama",Bambang Notodarmojo,5.0,"Nice place, with good cuisin"
169,"Dolkopi Coffee Shop, Kota Lama",Amara Nila,5.0,fav
170,"Dolkopi Coffee Shop, Kota Lama",Abigail,5.0,nice
171,"Dolkopi Coffee Shop, Kota Lama",i can a sin,5.0,"live music, humble."
172,"Dolkopi Coffee Shop, Kota Lama",satria rahadaniP,5.0,Good vibes
173,"Dolkopi Coffee Shop, Kota Lama",David Christian,5.0,Nice
174,"Dolkopi Coffee Shop, Kota Lama",Dimas Yunus Tirtana,5.0,Good
175,"Dolkopi Coffee Shop, Kota Lama",Mery Adha Tri Andani,5.0,Good
176,"Dolkopi Coffee Shop, Kota Lama",Kulo Hickam,5.0,Nice coffee 😀
177,"Dolkopi Coffee Shop, Kota Lama",Sumarlin Hari Wibowo,3.0,Mumer
178,"Dolkopi Coffee Shop, Kota Lama",Vania Trisnasari,5.0,recommend
179,"Dolkopi Coffee Shop, Kota Lama",Jefri Ahmad's,5.0,Nice
180,"Dolkopi Coffee Shop, Kota Lama",Sang Penjelajah Waktu,5.0,cozy
181,"Dolkopi Coffee Shop, Kota Lama",Faidh Duhat,5.0,Recommended
182,"Dolkopi Coffee Shop, Kota Lama",ikin solikin,3.0,nice & adem
183,"Dolkopi Coffee Shop, Kota Lama",Sigit Ari,4.0,"Cozy place.., 👍"
184,"Dolkopi Coffee Shop, Kota Lama",Ilham Nazilla,4.0,cozy place.
185,"Dolkopi Coffee Shop, Kota Lama",Rinno Wardana,5.0,"(Translated by Google) One word for Dolkopi “wow!” The location is located in the middle of the Old Town area of ​​Semarang, imagine how comfortable it is, what makes wow is the taste of good coffee but the price is cheap! The snacks are also really good, one of the most delicious mix platters I've ever eaten (if I may suggest with the price of each portion, the portion is bigger hehehe) The service from the barista team is also really good. Keep it up (Original) Satu kata untuk Dolkopi “wow!” Lokasinya terletak di tengah kawasan Kota Lama Semarang bayangkan suasanya seperti apa nyamannya, yang bikin wow adalah rasa kopi yang enak tapi harganya murah! Snack cemilannya pun juga enak bgt, salah satu mix platter paling enak yg pernah saya makan (kalau boleh saran dgb harga sefkru porsinya dibanyakin lagi hehehe) Layanan dari tim baristanya juga oke bgt sih. Pertahankan yak 👌🏽"
186,"Dolkopi Coffee Shop, Kota Lama",Miss Lulu,4.0,"(Translated by Google) Stop by here when you go to the old city of Semarang, enjoy the coffee with friends. The cappuccino is delicious. Standard price. Time to sit in the chair under the ac drip. Hihihii.. the ac is leaking, sis. (Original) Mampir kesini waktu ke kota lama Semarang, enjoy the coffee with friends. Capucinonya enak. Harga standar. Waktu duduk di kursi bawah ac ketetesan. Hihihii.. ac nya bocor ya kak."
187,"Dolkopi Coffee Shop, Kota Lama",Pamor Seto,5.0,"(Translated by Google) The location is right in the middle of the Semarang Old Town tourist area. Indoor and outdoor spaces are available for smokers and gamers. Prices are quite affordable. For those who like sweet drinks, this is certainly suitable. But for those who don't like sweet, please order less sugar. The menus that you can try out are Modern Coffee and Tea, Modern Indomie, and contemporary side dish menus which you can see in the menu photo I attached. (Original) Lokasi tepat di tengah wilayah wisata Kota Lama Semarang. Tersedia indoor dan outdoor space bagi perokok dan gamers. Harga cukup terjangkau. Bagi penyuka manis minuman disini tentu cocok. Tapi bagi yang kurang suka manis silahkan pesan less sugar. Menu yang dapat dicoba mukai dari Kopi dan Teh Kekinian, Indomie Kekinian, dan Menu2 side dish kekinian yang dapat Anda lihat di foto menu yg saya lampirkan."
188,"Dolkopi Coffee Shop, Kota Lama",Edwind johannes,5.0,(Translated by Google) The place is comfortable. There is an outdoor space too. The menu is varied and cheap. Rarely do you find 15k copies. There is Indomie too 😍 (Original) Tempatnya nyaman. Ada outdoor spacenya juga. Menunya bervariasi dan murah. Jarang2 lo nemu kopsi 15k an. Ada indomie juga 😍
189,"Dolkopi Coffee Shop, Kota Lama",swanly debby,5.0,"(Translated by Google) cool atmosphere for doing chores from 1 am to 8 pm, comfortable toilets are clean 👍👍 safe songs are not noisy, lychee squash is good but it's okay, coffee latte is good, beef teriyaki is ok, americano ice is mostly water 😊😊👍 hopefully it gets better future (Original) suasana adem buat ngerjain tugas dari jam 1 ampe jam 8 malem, toilet nyaman bersihh 👍👍 lagu aman ga bising, leci squash enak tapi ya biasa aja, coffee latte enak, beef teriyaki lumayan, americano ice nya kebanyakan air😊😊👍 smoga smakin baik kedepannya"
190,"Dolkopi Coffee Shop, Kota Lama",Azka Rafa,4.0,"(Translated by Google) The coffee is delicious. Most like to order vietnam drip. The vibes are also good pol. The snacks are pretty good too... delicious!!! Unfortunately some of the baristas don't wear masks :( so they don't feel safe here, but oh well, bismillah wkwkw... Hopefully it can be fixed again, so that they are both healthy! ❤️❤️❤️ (Original) Kopi nya enak bgt. Paling suka pesan vietnam drip. Vibesnya juga enak pol. Jajanannya jg lumayan lah ya.. enakkk!!! Sayangnya baristanya ada yg ga pake masker :( jadi kurang merasa aman disini, tp yaudahlah bismillah wkwkw.. Semoga bisa di benahi lagi, biar sama sama sehat! ❤️❤️❤️"
191,"Dolkopi Coffee Shop, Kota Lama",Nova Ariyanto,5.0,"(Translated by Google) The cafe has nice interiors and cozy ambience. The building is minimalist, but well laid out. There are indoor and outdoor areas. Its location in the Old Town area of ​​Semarang also gives a slightly different coffee atmosphere. The menu here is quite diverse, there are various processed coffees, heavy meals, snacks and some non-coffee drinks. In terms of taste, the food and snacks served are quite tasty. Likewise with the coffee. The Tole Ice Coffee and Pandan Ice Coffee are delicious, really. The service is agile and friendly. As for the price, yes, it's still pocket-friendly. It's still around a dozen for drinks and snacks. While the food ranges from 15K - 25K. So, for those of you who want to relax after touring the Old City of Semarang, you can really stop by here. Oh yes, it's great for work here too. (Original) The cafe has nice interiors and cozy ambience. Bangunannya minimalis gitu, tapi ditata dg apik. Ada indoor dan outdoor area. Lokasinya yg berada di kawasan Kota Lama Semarang pun sedikit memberi suasana ngopi yg berbeda. Di sini menunya cukup beragam, tersedia aneka olahan kopi, makanan berat, snacks dan beberapa minuman non-coffe. Menyoal rasa, makanan dan snack yg disajikan cukup bisa dibilang enak sih. Begitu juga dg sajian kopinya. Es Kopi Tole dan Es Kopi Pandannya nikmat, sih. Pelayanannya cekatan dan ramah. Menyoal harga, ya, masih ramah di kantong lah. Masih berkisar belasan gitu buat minuman dan snack. Sementara makanannya berkisar 15K - 25K. Jadi, buat kalian yg pingin melepas lejar seusai berkeliling Kota Lama Semarang, bisa banget singgah di mari. Oh ya, di sini pun cociks sih buat nugas."
192,"Dolkopi Coffee Shop, Kota Lama",Faisal Anugrah,5.0,"(Translated by Google) Seeing this cafe while walking around the old city of Semarang, really the city is still very well maintained, the people are quite friendly to local and foreign tourists, and there are lots of photo spots around here. (Original) Melihat Cafe ini saat berjalan di sekitaran kota lama semarang, sungguh kotanya masih sangat terawat, orang""nya cukup ramah terhadap turis lokal maupun turis asing, dan banyak sekali spot foto di sekitaran sini"
193,"Dolkopi Coffee Shop, Kota Lama",Meilinda Adiningrum,5.0,"(Translated by Google) The place is comfortable, for the location being in the middle of the city so it's quite easy to access, apart from indoor, the smoking area is quite spacious and cool because there are tall trees, besides that the air is fresh, which is sure for the price it's still pocket-friendly. (Original) Tempatnya nyaman, untuk lokasi berada ditengah kota jadi cukup mudah diakses, selain indoor, smoking area nya lumayan luas dan adem karena terdapat pepohonan tinggi, disamping itu juga udaranya seger, yang pasti untuk harga masih bersahabat dikantong ya."
194,"Dolkopi Coffee Shop, Kota Lama",Monix Alfionita (Monix),5.0,"(Translated by Google) Dol coffee is really recommended for hanging out / doing assignments etc. comfortable place, lots of menus, easy to reach locations, good churros, good service too👍🏻 (Original) Dol kopi sangat recomended banget buat nongkrong/ngerjain tugas dll.tempat nyaman banyak menu lokasi mudah dijangkau churros nya enak pelayanan juga👍🏻"
195,"Dolkopi Coffee Shop, Kota Lama",Sri Rezeki Rahma Dhani,5.0,"(Translated by Google) Comfortable, affordable, good service and the place is clean. Recommended for those who like to hang out and the wifi is pretty fast hehe. The place is nice and minimalist and definitely instagramable (Original) Comfortable, affordable, good service and the place is clean. Recomennded buat yang suka nongkrong dan nugas wifinya lumayan kenceng hehe. Tempatnya bagus dan minimalis dan pastinya instagramable bgt"
196,"Dolkopi Coffee Shop, Kota Lama",May Liang,5.0,"(Translated by Google) Comfortable place, air conditioned, available room for smoking. (Original) Tempat nyaman, ber ac, tersedia ruang untuk merokok."
197,"Dolkopi Coffee Shop, Kota Lama",SARAH AIDA SILVIANA,5.0,(Translated by Google) pocket friendly prices. delicious food. time to eat can while watching people walk (Original) harga bersahabat dg kantong. makanan enak. waktu makan bisa sambil lihat2 orang jalan
198,"Dolkopi Coffee Shop, Kota Lama",Galih Wardhana,4.0,"(Translated by Google) I tried tole coffee and dori sambal matah. For Tole milk coffee, palm sugar milk coffee, it tastes good in my opinion, a little different from most coffeeshops, while for dori sambal matah, for me, the sambal matah is delicious and quite spicy too. The location is in front of hollywings and close to the Tawang station and the Trans Semarang and Trans Jateng bus stops, so it is very strategic and quite easy to find. If you make a photo spot, it's pretty good too 👍 (Original) Saya nyobain kopi tole dan dori sambel matah. Untuk kopi susu tole itu kopi susu gula aren, rasanya enak kalo menurut saya, sedikit berbeda dengan coffeshop kebanyakan, sementara untuk dori sambel matahnya buat saya sih bisa dibilang enak sambel matahnya dan cukup pedes juga. Lokasi ada di depan hollywings dan dekat dengan stasiun tawang serta halte bus trans semarang juga trans jateng, jadi sangat strategis dan cukup mudah dicari. Kalo buat spot foto lumayan oke juga sih 👍"
199,"Dolkopi Coffee Shop, Kota Lama",Stephanie Angela,5.0,"(Translated by Google) The menu offered is very diverse and very affordable. I ordered the original coffee from dolkopi for only 17K. In addition, there are a lot of tables and chairs, so a reservation is not required. From access, it is strategically located opposite Holywings Kota Lama. Dirty parking is right next to the shop. I suggest for friends who want to hangout or casual meetings, they can go directly to Dol Kopi Kota Lama. (Original) Untuk menu yang ditawarkan sangat beragam dan sangat terjangkau. Saya memesan kopi yang original dari dolkopi dengan harga 17K saja. Selajn itu untuk meja dan kursi sangat banyak, sehingga tidak memerlukan reservasi. Dari akses sangat strategis terletak di sebrang Holywings Kota Lama. Parkiran kotor berada pas disebelah toko. Saya sarankan untuk teman teman yang ingin hangout atau meeting santai, dapat langsung ke Dol Kopi Kota Lama."
200,Es Teh Indonesia Kota Lama Semarang,Fransiskus Ian,5.0,"Very cozy place, affordable price, very fast wifi speed, instagram able photo spots, a great place to work or study, there are many menu to be chosen"
201,Es Teh Indonesia Kota Lama Semarang,Angelina Hadinata,4.0,"Just ok. The price is just right. I had the jasmine ice tea which was standard. The place is small but the decor is modern and perfect for meet up. But it was kinda hot there even though the air conditioners were on. The servers were not so friendly. There were options for the amount of sugar on the menu but the server didn't ask anything about it. I wouldn't know about it if i hadn't looked at the menu closely. Instead of calling the name of the drink ordered by the customer, ask for first name before and use it to call the customer. It can easily be switched especially if the place is crowded."
202,Es Teh Indonesia Kota Lama Semarang,EKSI ISNAINI SEPTIANA,5.0,#ESTEHINDONESIAKOTALAMA#ESTEHKOTALAMABEST ES TEH INDONESIA WITH OLD TOWN VIEW. LOVE IT 💞💞💞
203,Es Teh Indonesia Kota Lama Semarang,taufik piko,5.0,If you thirsty this is place with low bugdet in middle of Kota Lama
204,Es Teh Indonesia Kota Lama Semarang,Anthony Yanuar,4.0,Great taste at strategic place
205,Es Teh Indonesia Kota Lama Semarang,Jeremy Naphtali Budiono Siauw,5.0,"Very cozy place, affordable price, very fast wifi speed, instagram able photo spots, a great place to work or study, there are many menu to be chosen"
206,Es Teh Indonesia Kota Lama Semarang,Peter Simon Prasatya,5.0,"Yummy beverages, even with a small space I can work online from here."
207,Es Teh Indonesia Kota Lama Semarang,Dhany Sus,5.0,Good place to chill..love the ambience
208,Es Teh Indonesia Kota Lama Semarang,Ax spt,5.0,Recomended place
209,Es Teh Indonesia Kota Lama Semarang,kacin,5.0,My favorite
210,Es Teh Indonesia Kota Lama Semarang,Adine Utama,4.0,"(Translated by Google) Fast service, the taste of the drink is not too sweet, the place is quite small but provides a lot of seating, it's just not clean and organized because there are a lot of plastic straws and drinking glasses that are not thrown away. There is a clean bathroom and there are board games. (Original) Pelayanan cepat, rasa minuman enak tdk terlalu manis, tempat lumayan kecil tp menyediakan banyak tempat duduk, hanya saja kurang bersih dan tertata karena bnyk plastik sedotan dan gelas minuman yg tdk dibuang. Ada kamar mandi yg bersih dan ada board gamesnya."
211,Es Teh Indonesia Kota Lama Semarang,Rizky Aulia Rahma,5.0,"(Translated by Google) Chizu red velvet is the best, service is fast, but the place is minimalist, not too big, suitable for relaxing when it's quiet. The place is in front of the parking lot too, come here to the old city (Original) Chizu red velvet terdebest, pelayanan cepet, tpi tempatnya minimalis tidak terlalu besar cocok buat santai klo lagi sepi. Tempatnya depan parkiran jugaa, kesini sekalian ke kota lama"
212,Es Teh Indonesia Kota Lama Semarang,Iput Vidia,5.0,(Translated by Google) a place to quench your thirst from traveling around the old city.. cool.. luckily it wasn't crowded.. so I could sit there for a long time.. (Original) tempat untuk.menghilangkan rasa haus dari keliling kota lama.. ademm.. untung gak rame.. jadi bisa duduk lama disanaa..
213,Es Teh Indonesia Kota Lama Semarang,Firman Maulana,5.0,"(Translated by Google) It's good for dating. There are card games like Uno, truth or dare, monopoly too. Parking nearby there is a parking lot, 3 thousand. Can QRIS, shopeepay I ordered less sugar, but it's still sweet (Original) Enak buat ngedate. Ada card game seperti Uno, truth or dare, monopoli juga. Parkir di dekat situ ada lapangan parkir, 3 ribu. Bisa QRIS, shopeepay sudah pesen less sugar, tapi tetep kemanisen"
214,Es Teh Indonesia Kota Lama Semarang,niken ave,1.0,"(Translated by Google) Bought red velvet flavor but no taste at all. not sweet, bland. less sweet with the cheese. This iced tea which is famous for being so sweet, why doesn't it have any taste, until you get home you have to add your own sugar (Original) beli rasa red velvet tp gaada rasanya sama sekali. ga manis, hambar. kalah manis sama cheese nya. es teh yg terkenal manis banget ini kenapa ga ada rasanya, sampe rumah sampe harus ditambah gula sendiri"
215,Es Teh Indonesia Kota Lama Semarang,Rahanung Mahendra,5.0,"(Translated by Google) There are many menus that we want, but it's really like other flavors But with a really good mood at the end of the day @esteh_indonesia really can quench our thirst (Original) banyak menu yg kita inginkan sih, tpi bner kek rasanya yg lainnya sih tpi dngan mood di aiang hari bner @esteh_indonesia bner"" bisa menghilangkan rasa dahaga kita sih"
216,Es Teh Indonesia Kota Lama Semarang,Okta Dewi Safira,5.0,"(Translated by Google) Forgot to take a photo of the order that I ordered, but the place is quite cozy, the service is also very comfortable, sat set sat set so it doesn't take too long wkwk (Original) Lupa mau foto pesenan yang udah aku pesen, tapi tempatnya cukup cozy, pelayanannya juga nyaman banget, sat set sat set jadi nggak makan waktu lama banget wkwk"
217,Es Teh Indonesia Kota Lama Semarang,Lavenda Heparvia,5.0,"(Translated by Google) The location is easy to find, if you are traveling in the Old City, you can stop by here For the size of the place, you can say it's small, it's not spacious, but it's quite worth it if you want to chill after walking around the Old City But if it's for the main purpose of hanging out, it's not worth it, because it's not wide enough in my opinion For the standard menu, it's just delicious The service is okay, the menu choices are also clearly listed on the front along with the price So while waiting in line, you can also choose the menu Oh yeah, don't forget to take out the trash if you want to go (Original) Lokasinya mudah ditemukan, kalau lagi jalan2 di Kota Lama bisa mampir kesini Untuk ukuran tempatnya bisa dibilang kecil ya, gak yang luas leluasa, tapi cukup worth it kalo untuk ngadem setelah jalan2 muterin Kota Lama Tapi kalo untuk jadi tujuan utama nongkrong kurang worth it yaa karna kurang luas menurutku Untuk menu standar sih, enak enak aja Pelayanan oke, pilihan menu juga jelas tertera di depan beserta harganya Jadi sambil ngantri jg bisa sambil pilih menu Ohiya, Jangan lupa angkat sampah sekalian ya kalo mau pergi 🤗"
218,Es Teh Indonesia Kota Lama Semarang,Anna Wulandari,5.0,(Translated by Google) The place is right at the parking lot for motorbikes and cars.. The wait is a bit long but the menu is complete. Lots of flavors.. (Original) Tempatnya tepat berada parkir motor dan mobil.. Agak lama nunggunya tapi menu lengkap. Banyak varian rasanya..
219,Es Teh Indonesia Kota Lama Semarang,Rizky Ayu,5.0,"(Translated by Google) the place is pretty good. is in the middle of the old town... if you want to cool down, it's better if it's inside... especially if there's a plug😂 (Original) tempatnya lumayan enak. ada di tengah-tengah kota lama... kalau mau adem better yang di dalem.. terlebih ada colokannya😂"
220,Es Teh Indonesia Kota Lama Semarang,Ika Dwi Pertiwi,5.0,"(Translated by Google) There is no doubt that the taste of the drink is from Indonesian es.teh 👍 , which is in the Old City, the place is very delicious now (Original) Gak diragukan lagi pokoknya rasa minuman dari es.teh Indonesia 👍 , yang di Kota Lama tempatnya enak kekinian sekali"
221,Es Teh Indonesia Kota Lama Semarang,Vanka Rizkyka Putri,5.0,"(Translated by Google) The place is comfortable, close to the parking lot. Unfortunately it's only enough for a not much capacity (Original) Tempatnya nyaman, dekat dg parkiran. Sayangnya hanya cukup untuk kapasitas yg tidak banyak"
222,Es Teh Indonesia Kota Lama Semarang,Eko Rochmawati,3.0,"(Translated by Google) When you go there, the cashier section is not friendly, it's better to move backwards to serve the friendly front cashier, drink fresh so you feel good, smile or offer, just say the total. (Original) Waktu kesana yg bagian kasir mas² gada ramah²nya, mending pindah keblakang aja yg nglayanin kasir depan yg ramah, mo minum seger² jadi eneg, senyum kek atau nawarin apa, diem² bae cuma nyebut total."
223,Es Teh Indonesia Kota Lama Semarang,Astrin,5.0,"(Translated by Google) Loaksinya close to the Garuda park parking. The activity is like a minimalist shop but comfortable enough to hang out on a small scale. For the payment method, maybe it can be increased again. The menu offered is a drink. Basenya tea. For standard prices ranging from tens of thousands to twenty thousand. A menu that must be tried for Indonesian tea (milk tea). (Original) Loaksinya dekat dengan parkiran taman Garuda. Akfenya seperti kedai minimalis tapi cukup nyaman untuk nongkrong dalam skala kecil. Untuk metode payment mungkin bisa ditingkatkan lagi. Menu yang ditawarkan adalah minuman. Basenya teh. Untuk harganya standar mulai dari belasan ribu hingga duapuluh ribuan. Menu yang wajib dicoba teh nusantara (milk tea)."
224,Es Teh Indonesia Kota Lama Semarang,Putra Bayu Aji,1.0,"(Translated by Google) the employees are not friendly, they serve their mouths, they just shut up, people are mute, and the other one is just a cellphone game, what happened yesterday, 23 June 2022, at around 17.00, please if the cctv is still alive, you can check it so that in the future the service can be even better (Original) karyawannya ga ada ramah2 nya ngelayanin mulutnya cuma diemm kek orang bisu, dan yg satunya cuma mainan hp , kejadian kemaren 23 juni 2022 sekitaran pukul 17.00 silahkan kalau cctv nya masih hidup bisa dicek biar kedepan bisa lebih baik lagi pelayanannya"
225,Es Teh Indonesia Kota Lama Semarang,PAKSIMAN,5.0,"(Translated by Google) The place is cool, very instagramable, cozy and suitable for hanging out, tasking, describing the time and again the owner is still a dozen years old, they are great because they have dared to step away from most children of their age, Success for the old town ice tea Semarang (Original) Tempatnya keren, instagramable banget, cozy dan cocok buat nongkrong, nugas, nykripsi wkwkwk dan lagi ownernya masih belasan tahun, mereka hebat karena udah berani melangkah jauh dari kebanyakan anak-anak seusianya, Sukses untuk es teh kota lama semarang"
226,Es Teh Indonesia Kota Lama Semarang,Nugroho Ariwibowo,5.0,(Translated by Google) The place is comfortable and clean .... good for hanging out Mantull.... (Original) Tempatnya nyaman dan bersih....enak buat tongkrong Mantull ....
227,Es Teh Indonesia Kota Lama Semarang,YUKA GLORYA,5.0,(Translated by Google) The place is very cozy. There are outdoor and indoor. Suitable for hanging out with friends and family #ESTEHINDONESIAKOTALAMA #ESTEHKOTALAMA (Original) Tempatnya cozy banget. Ada outdoor dan indoor. Cocok untuk nongkrong bareng teman dan keluarga #ESTEHINDONESIAKOTALAMA #ESTEHKOTALAMA
228,Es Teh Indonesia Kota Lama Semarang,steadyhead,5.0,"(Translated by Google) Suitable for unwinding after traveling in the old city, cozy place and affordable prices (Original) Cocok untuk melepas lelah sehabis jalan2 di kota lama, tempat cozy dan harga terjangkau"
229,Es Teh Indonesia Kota Lama Semarang,Jonathan Yoga,5.0,"(Translated by Google) The place is comfortable in the old city of Semarang, and the taste of the iced tea is great (Original) Tempatnya nyaman di kota lama semarang, dan rasa es tehnya Mantap"
230,Es Teh Indonesia Kota Lama Semarang,Hizkia Kevin,5.0,"(Translated by Google) Don't just buy iced tea here, which is great and has many flavors; but you can hangout, hangout, relax, play Uno, mabar, chat with people here. Or just chilling after being tired of walking around the old city, you can come here while enjoying fresh iced tea too. (Original) Kesini nggak cuma beli Es teh yang mantap dan varian rasanya banyak; namun untuk hangout, kongkow, nyantai, main Uno, mabar, ngobrol sama doi disini pun bisa. Ataupun sekedar ngadem sehabis lelah keliling kota lama, kesini sambil nikmati segernya Es Teh juga bisa."
231,Es Teh Indonesia Kota Lama Semarang,Puguh Triyono,5.0,"(Translated by Google) Clean Comfortable Cheap & Affordable Prices, even in tourist places. Don't Ngepruk/Aji While. (Original) Bersih Nyaman Harga Murah & Terjangkau,walaupun di tempat Wisata. Ga Ngepruk/Aji Mumpung."
232,Es Teh Indonesia Kota Lama Semarang,Aliq Petualang,5.0,"(Translated by Google) Try it at night when it's drizzling a little, just come here, (Original) Coba deh pas malem malem gerimis kecil sempetin kesini,"
233,Es Teh Indonesia Kota Lama Semarang,karisma candra,5.0,"(Translated by Google) The place is comfortable, many payment options. The service is also good, thank you (Original) Tempatnya nyaman, banyak pilihan pembayaran. Pelayanan jg baik, trimakasih"
234,Es Teh Indonesia Kota Lama Semarang,nanangharjono 67,5.0,"(Translated by Google) The seller is friendly, I am a grab driver, at that time I queued for a long time because it was crowded, and I was given 1 esteh and it tasted really good (Original) Penjualnya ramah, saya driver grab, pas itu saya antri lama karena rame, dan saya di kasi 1 esteh dan rasanya enak banget"
235,Es Teh Indonesia Kota Lama Semarang,Nugroho Ari WiBowo,5.0,"(Translated by Google) The place is comfortable and clean, the employees are beautiful and beautiful. ️ (Original) Tempat nyaman dan bersih, pegawainya cantik cantik. 🤭"
236,Es Teh Indonesia Kota Lama Semarang,Nugroho Ari Wibowo,5.0,"(Translated by Google) Whatever you drink, Indonesian iced tea is really good.... The waiters are friendly....👍 (Original) Apapun minumnya es teh Indonesia emang mantap.... Pelayannya ramah....👍"
237,Es Teh Indonesia Kota Lama Semarang,Abyan RafaZain,5.0,(Translated by Google) Easy access.... Spacious parking...comfortable bingiit👍 (Original) Akses jalannya mudah.... Parkir luas...nyaman bingiit👍
238,Es Teh Indonesia Kota Lama Semarang,Eksi Wulandari,5.0,(Translated by Google) It's really good.... Drinking estea has a different taste... (Original) Enak bangett.... Minum esteh rasa beda... 🤤🤤
